"Even if we low ball the numbers, defensive use of a firearm by otherwise lawful individuals is not as rare as criminal abuse of a firearm.",OTHER
"Edited by Ron Sider and Heidi Unruh, they take us deep into the world of children and youth who are suffering the ravaging abuse of poverty.",OTHER
"But instead of being ashamed, Wal-Mart sees its abuse of taxpayers as a badge of honor and even threatens to hold Maryland jobs hostage which is all but extortion.",EXCESS WEALTH IS OBSCENE
It is environmental blackmail and is an immoral abuse of relative wealth and a serious form of exploitation.,OTHER
"The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.",OTHER
"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",OTHER
TC thinks EP voters can be duped into believing that she is shining her holy light into the abyss of government in this 'burg because she is their knight in shining armor.,OTHER
"He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.",OTHER
"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""",OTHER
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",OTHER
In the process they burn their fingers and even fall deeper down the abyss of poverty.,OTHER
"In the past month or two, I've noticed a new addiction arise, one that's more powerful and widespread than ever, election addiction.",OTHER
It feeds off the election addiction of other people.,OTHER
Because the â€˜fed' is funding the spending addiction of the government.,OTHER
"Prohibition didn't end alcohol addiction in the 1920s, and gun laws won't end gun addiction in our time.",OTHER
In plain English the Senator means that taxpayers need to part with more of their limited income to feed the ever growing spending addiction of the legislature.,OTHER
"In all actuality nothing is going to help Detroit, because you cannot help those who truly don't want to be helped, just like with any other addiction, yes addiction of poverty which it seems has taken a choke hold on Detroit's population, the addicted parties need to help themselves before anyone can truly help.",ABILITY TO EVALUATE IS ABILITY TO SEE
"For this situation, I think the most important thing to the people of New York, is that the legislature get off the addiction of taxes, said Paterson.",GOVERNMENT REGULATION IS A BURDEN
"The addiction of wealth is just as serious as cocaine or gluttony, just more civilized",OTHER
"The most important of these structural changes was that of bringing in the so-called representative or parliamentary system, which Puritanism introduced into the modern world, and which has received a great deal of praise as an advance towards democracy.",OTHER
Capitalism was also a major factor in the general advancement of bureaucracy.,OTHER
"Emphasizing equality, trust and understanding, the Commonwealth facilitates the advancement of democracy, human rights and sustainable economic and social development within its member countries and beyond.",OTHER
People on both sides of gun control say some of these reasons why gun violence is an issue today are global news and technological advancement of guns.,CORRUPTION IS A DISEASE
"And as democracy advances in the region, a international group of leading Muslim scholars is leading an effort to define an Islamic basis for citizenship and the rights of minorities.",OTHER
"November 12, 2008: Ecuador government advances Zamora Hydroelectric Complex",OTHER
The power to create wealth advances the kingdom of God in a very significant way.,OTHER
Poverty Alleviation,IMPROVING ECONOMIC STATUS IS UPWARD MOTION
"If facilitated to grow in a strategic manner, tourism could also play a leading role in wealth creation as well as in poverty alleviation, Nhema said.",OTHER
"The president said the target has been set to ensure that the issues of poverty alleviation, food security, diversification of the economy, job creation, amongst others are dealt with while government would also strive to double economic growth after every seven years.",OTHER
"They contend that from wealth accumulation the gear must change to wealth alleviation, because the ways the rich become wealthy often correlate with the ways the number of the poor increase.",OTHER
Let them know that what we want isn't annihilation of guns.,CONTROL IS OBJECT MANIPULATION
"It envisions a Supreme Court standing (or rather enthroned) at the apex of government, empowered to decide all constitutional questions, always and everywhere `primary' in its role.""",OTHER
"Garland, TX: Do you think that Liberal Democracy is the apex of the world's governments?",OTHER
Hastily-passed omnibus appropriations bills are perhaps the apex of expeditious lawmaking.,OTHER
That's a common problem in this age of voracious tax appetites and people who work/earn money in different states.,GREATER DEGREE OF GUN CONTROL IS STRONGER PHYSICAL RESTRAINT
It is her body as the canvas her appearance as art,OTHER
"Popularity justifies any behavior, and for this reason no social or moral standards withstand the assault of democracy.",OTHER
"Anytime there is a ""massacre"" as defined by the FBI of a killing of 4 or more people the press does a full out assault of guns and gun owners.",OTHER
"For those without privilege, the assault of hunger and the search for a quiet place to sleep take numbing precedence over the celebration of embodiment.",OTHER
They have been able to obtain a level of defense from the assault of poverty and have helped others along their way.,ASSISTANCE IS SUPPORT
"The assault of wealth and power upon the government of this people is a Babel-builder's dream of unrestrained, money-maddened voices drowning out all reason.",OTHER
"When we believe He redeemed us from the curse of poverty and wrap all of our words and actions around that belief, then we strengthen the faith barrier against the attack of poverty.",OTHER
"Where the corporation tax is a direct frontal attack on the institution of private property, the ESOP offers a powerful means for counterattacking in a manner that will simultaneously serve other desirable social goals: it can help overcome shortages in private sector capital formation; it fosters more equity financing; it can help foster more private sector jobs in the fabricating and operations of newly added plant and equipment; it can help expand the federal revenue base from expanded private payrolls and dividend rolls; and it can help create a broader base of shareholder constituents to help corporations surmount unreasonable and unwarranted political attacks.",OTHER
WDR 2000/2001: Attacking Poverty,OTHER
World Development Report 2000/2001: Attacking Poverty.,OTHER
"He believes strongly in equity, compassion and empowerment, and that the backbone of democracy is people working together",OTHER
"Men, women and children are dying for the lack of a government backbone.",OTHER
"In fact, the battle of the ballot could well stretch from Tuesday's Florida primary until weeks after the November election.",ELECTION IS A RACE
"The first step in the revolution by the working class is to raise the proletariat to the position of ruling class, to win the battle of Democracy.",OTHER
"If we want to get rid of the failures of Stalinism associated with the left, we need to be at the forefront of the struggle for democracy and realize that ""that the first step in the revolution by the working class is to raise the proletariat to the position of ruling class to win the battle of democracy",OTHER
"The battle for democracy demands a high price of its champions, but their number continues to proliferate.",CORRUPTION IS A DISEASE
"President Obama would not need to expend all of his energy fighting the election battle for the next two years, especially when we need to focus on the matters at hand â€“ in terms of the economy, job growth, our deficit, climate change, etc.",OTHER
"But he is in a dogfight in a potential general election battle against Democrat Alison Lundergran Grimes, the Bluegrass state's secretary of state.",OTHER
"A trio of civil rights groups and a labor union on Monday filed briefs in a Washington federal appeals court, joining a government battle to regulate UPMC as a federal contractor subject to affirmative action compliance audits.",OTHER
The news came after the Bank of England cut interest rates to a record low of 1.5 percent on Thursday as it and the government battle to prevent Britain falling further into a recession that has cost thousands of jobs.,OTHER
"The Department of Child & Family Studies, in partnership with Florida KIDS COUNT which disseminates national, statewide and county-level data on key indicators for Florida's children, reached out to Children's Services Councils and various state partners to find out what is being done in their communities to support the growing number of children and families caught in the poverty battle.",OTHER
The owner of the popular Brighton Beach-based Tatiana's Restaurant (3152 Brighton 6th Street) lost a tax battle due to a ruling that will cost her hundreds of thousands of dollars.,CORRUPTION IS DECAY
The authors challenge the U.S. government to lead the tax competition battle in the international marketplace.,BUSINESS COMPETITION IS COMPETITIVE SPORTS
We are prepared to make this the biggest taxpayer battle since Proposition 13.,BUSINESS COMPETITION IS COMPETITIVE SPORTS
The 113th Congress is a beacon of hope for women like me who have been waiting for stronger representation in government for years now.,OTHER
"Yesterday, I sat through the Senate Foreign Relations Committee and listened to Secretary of State John Kerry prattle on about how the US government is a beacon of hope and leadership.",OTHER
"Democracy Besieges Iraq The pro-occupation Washington Times began their coverage of today's illigitmate 'election-under-occupation' in Iraq with these words,",OTHER
"Optimists hailed a region-wide birth of democracy, as though the Middle East and North Africa were following the path blazed in Eastern Europe during the anti-communist revolutions of 1989.",OTHER
The wave-like pattern of the Intifada its pains and sufferings are all reminiscent of the process of birth,OTHER
She was no innocent suddenly caught up in a national scandal; she is precisely one of those petty bureacrats who expertly wields the bludgeon of government to serve her interests.,OTHER
the mind is a body.,OTHER
Deliver him from the bondage of being a beggar.,FREEDOM IS A VALUABLE POSSESSION
Freeing our society from the bondage of government requires a love of freedom greater than the love of selfish desire.,FREEDOM IS A VALUABLE POSSESSION
Democracy is a bonfire; the American people kindle the flame.,OTHER
the vegetation was supposed to be a jocular portrait by Gauguin of Madeleine the pears her breasts the dense flowers her hair,ATTRIBUTES ARE POSSESSIONS
"For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.",OTHER
the mind is a builder.,OTHER
"The purpose of this article is to demonstrate, in some selected examples, how effective tax planning can accelerate the building of wealth for retirement and how ineffective tax planning can hold back even an astute investor.",OTHER
