Government transparency enables the public to hold the government accountable for how they spend their money.,PUBLIC EVALUABILITY OF GOVERMNENT IS TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,CORRUPTION IS A DISEASE,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,JUDGEMENT IS CLOUDED,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,INABILITY TO EVALUATE GOVERNMENT IS INABILITY TO SEE,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,KNOWING IS PERCEIVING,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS ATTACKING,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",CLASS INTERACTION IS PHYSICAL COMBAT,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,OPPORTUNITY IS DOOR,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,SELECTION IS ADOPTION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",DIFFICULTIES IN ACTION ARE PHYSICAL BURDENS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,HAPPINESS IS VERTICALITY,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,BUSINESS COMPETITION IS COMPETITIVE SPORTS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,END OF AN ACTION IS THE END OF A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,KNOWING IS SEEING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,DISTANCE IS SHORT,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,DISTANCE IS LONG,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,LIFE IS A JOURNEY,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",GAINING POWER IS MOVING UPWARDS,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,POWER IS A POSSESSED OBJECT,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,IDEAS ARE FOOD,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,UNDERSTANDING IS DIGESTING,ACQUIRING IDEAS IS EATING
The car is in motion.,ACTION IS MOTION,ACTION IS BEING IN A LOCATION
I'm going to leave.,LIFE IS A JOURNEY,ACTION IS BEING IN A LOCATION
She's close to resigning.,RELATIONSHIP IS A BOUNDED REGION IN SPACE,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,ECONOMIC HARDSHIP IS PHYSICAL HARM,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,CONTROL IS A POSSESSION,ACTION IS MOTION
He exercised to the point of exhaustion.,LIFE IS A JOURNEY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,IMPROVING ECONOMIC STATUS IS MOVING OUT OF AN UNDESIRABLE LOCATION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,LOSS IS DOWN,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,LIFE IS A JOURNEY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,LIFE IS A JOURNEY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,RELATIONSHIPS ARE CONTAINERS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,LIFE IS A JOURNEY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",LIFE IS A JOURNEY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,LIFE IS A JOURNEY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,LIFE IS A JOURNEY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,LIFE IS A JOURNEY,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",LIFE IS A JOURNEY,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,LIFE IS A JOURNEY,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,LIFE IS A JOURNEY,ACTIVITIES ARE JOURNEYS
