Government transparency enables the public to hold the government accountable for how they spend their money.,OTHER,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,GOODNESS IS LIGHT,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,OTHER,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,NATIONAL POLITICS IS A BATTLEFIELD,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,OTHER,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,GOODNESS IS LIGHT,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,OTHER,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",AFFECTION IS WARMTH,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,OTHER,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,OTHER,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",GOODNESS IS LIGHT,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,OTHER,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,OTHER,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,GOODNESS IS LIGHT,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,OTHER,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",AFFECTION IS WARMTH,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,GOODNESS IS LIGHT,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,GOODNESS IS LIGHT,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,OTHER,ACQUIRING IDEAS IS EATING
This article is hard to digest.,ECONOMY IS A BODY,ACQUIRING IDEAS IS EATING
The car is in motion.,ELECTION IS A BOXING MATCH,ACTION IS BEING IN A LOCATION
I'm going to leave.,GOODNESS IS LIGHT,ACTION IS BEING IN A LOCATION
She's close to resigning.,OTHER,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,OTHER,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,OTHER,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,OTHER,ACTION IS MOTION
He exercised to the point of exhaustion.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,GOODNESS IS LIGHT,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,OTHER,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,OTHER,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",NATIONAL POLITICAL FUNCTIONALITY IS PHYSICAL INTEGRITY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,GOODNESS IS LIGHT,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,OTHER,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,GOODNESS IS LIGHT,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",OTHER,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,OTHER,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,OTHER,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",OTHER,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,ACCESS TO EDUCATION IS ACCESS TO AN OBJECT,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,OTHER,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",NATIONAL POLITICAL FUNCTIONALITY IS PHYSICAL INTEGRITY,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,OTHER,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",GOODNESS IS LIGHT,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,OTHER,AFFECTION IS WARMTH
We're finally on the same page.,OTHER,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,OTHER,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,POLITICAL PARTIES ARE PEOPLE,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,GOODNESS IS LIGHT,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",OTHER,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,OTHER,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,OTHER,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,OTHER,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,GOODNESS IS LIGHT,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,OTHER,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",POLITICAL PARTIES ARE PEOPLE,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
