Government transparency enables the public to hold the government accountable for how they spend their money.	['DEMOCRACY IS A FACADE']	ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.	[]	ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
He has a hot temper.	[]	ANGER IS HEAT
He's burning with rage.	['ANGER IS FIRE']	ANGER IS HEAT
Those are inflammatory remarks.	[]	ANGER IS FIRE
He was consumed by his anger.	[]	ANGER IS FIRE
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR	['AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE']	AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
flood of guns	['AMOUNT OF GUNS IS A FLUID', 'GUN VIOLENCE IS A FLUID', 'GUNS ARE A NATURAL DISASTER', 'AMOUNT OF GUN VIOLENCE IS A FLUID']	AMOUNT OF GUNS IS A FLUID
We have not found a way to stem this rising flood of gun violence.	['VIOLENCE IS A FLUID', 'GUN VIOLENCE IS A FLUID', 'AMOUNT OF GUN VIOLENCE IS A FLUID']	AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.	[]	AMOUNT OF GUN VIOLENCE IS A FLUID
He started going down a bad life path.	[]	ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
That remark is completely impenetrable.	[]	WORDS ARE CONTAINERS
The eye possesses several parts.	[]	WHOLES ARE POSSESSORS
Which car part belongs to which car?	[]	WHOLES ARE POSSESSORS
Despite the debt crisis, the welfare bureaucracy continued to hum along, producing checks every month.	['BUREAUCRATS ARE MACHINE PARTS', 'WELL-FUNCTIONING BUREAUCRACY IS A SMOOTHLY FUNCTIONING MACHINE', 'BUREAUCRACY IS A MACHINE', 'NONFUNCTIONAL BUREAUCRACY IS A BROKEN MACHINE']	WELL-FUNCTIONING BUREAUCRACY IS A SMOOTHLY FUNCTIONING MACHINE
The human cost of that disaster is enormous.	[]	WELL-BEING IS WEALTH
The voters of Dillon have clearly spoken.	[]	VOTING IS SPEAKING
The island is now in full view.	[]	VISUAL FIELD IS A CONTAINER
We are working hard to rebuild the trust of our customers.	[]	TRUST RELATIONSHIPS ARE BUILDINGS
The scandals have shaken the foundations of trust in the market.	['TRUST RELATIONSHIPS ARE BUILDINGS']	TRUST RELATIONSHIPS ARE BUILDINGS
It is how, in every Western country, trust in government has suddenly, dramatically collapsed in the crisis' aftermath.	[]	TRUST IN GOVERNMENT IS A BUILDING
My morning has been very full.	[]	TIME PERIODS ARE CONTAINERS
We spent all day at the fair.	[]	TIME IS MONEY
Time-theft	[]	TIME IS MONEY
The flow of time	['TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES', 'MONEY TRANSFER IS FLUID MOTION']	TIME IS A SUBSTANCE
Like sands through the hourglass, so are the days of our lives.	['TIME IS A SUBSTANCE']	TIME IS A SUBSTANCE
Our time is valuable.	[]	TIME IS A RESOURCE
Time flies.	['TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES']	TIME IS A MOVING OBJECT
The time will come when…	['TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES']	TIME IS A MOVING OBJECT
The time has long since gone when…	[]	TIME IS A MOVING OBJECT
The time for action has arrived.	[]	TIME IS A MOVING OBJECT
You can't go back in time!	['FUTURE IS AHEAD', 'PAST IS BEHIND']	TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
We're looking ahead to the future.	[]	TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
He has a great future in front of him.	['FUTURE IS AHEAD', 'PAST IS BEHIND']	TIME IS A LANDSCAPE THROUGH WHICH THE OBSERVER MOVES
Don't waste your time.	[]	TIME IS A COMMODITY
I can barely hear myself think.	[]	THINKING IS SPEAKING
He's an articulate thinker.	[]	THINKING IS SPEAKING
She doesn't listen to her conscience.	[]	THINKING IS SPEAKING
Let's toss some ideas around.	['THINKING IS MOVING']	THINKING IS OBJECT MANIPULATION
I can't read her mind.	[]	THINKING IS LINGUISTIC ACTIVITY
I misread his intentions.	[]	THINKING IS LINGUISTIC ACTIVITY
Her theory requires the reader to understand  many interconnected factors.	[]	THEORIES ARE COMPLEX STRUCTURES
Opponents tried to dismantle the theory piece by piece.	[]	THEORIES ARE BUILDINGS
This theory has a solid foundation.	[]	THEORIES ARE BUILDINGS
The theoretical framework needs to be filled in with empirical data.	[]	THEORIES ARE BUILDINGS
The dummies were 2-to-1 in favor of the Arizona immigration law; the court gutted it. Only those dummies, not in a state of denial, understand that we the people have lost control of our government.	[]	TERMINATION OF CONTROL IS LOSS OF A POSSESSION
But meanwhile, you may not have noticed that our government gave away control of the Internet.	[]	TERMINATION OF CONTROL IS LOSS OF A POSSESSION
"During a panel discussion that included Washington Governor Christine Gregoire and Nevada Governor Brian Sandoval, Brown accused California lawmakers of adhering to ""the notion that taxes are like some kind of sexually transmitted disease,"" the Los Angeles Times reports."	['TAXES ARE DISEASES']	TAXES ARE DISEASES
Those insidious taxes infect every aspect of our lives.	['TAXES ARE DISEASES']	TAXES ARE DISEASES
Government steals the people's wealth through overt and hidden taxes	['TAXATION IS THEFT']	TAXATION IS THEFT
America Tax Slaves Work 6.5 Months Every Year to Pay for Government	['TAXATION IS SLAVERY', 'GOVERNMENT IS A SERVANT', 'CITIZENS ARE EYES AND EARS', 'GOVERNMENT IS A PERSON']	TAXATION IS SLAVERY
The state cannot pay its bills and poorly educates its young, and its taxation punishes whatever success that its suffocating regulatory regime does not prevent.	[]	TAXATION IS PUNISHMENT
High sales taxes hurt local small businesses.	['TAXES ARE DISEASES', 'TAXATION IS CAUSING HARM']	TAXATION IS CAUSING HARM
We are being taxed to death!	[]	TAXATION IS CAUSING HARM
According to the Tax Foundation, Texas residents on average shoulder the fifth lowest tax burden compared to other residents in the 50 states.	['TAXATION IS A BURDEN']	TAXATION IS A BURDEN
"The Obama campaign is taking a swipe at Mitt Romney's tax plan in a new television ad, saying it will create a ""heavy load"" for the middle class."	[]	TAXATION IS A BURDEN
President Obama decided to target certain and specific products or services he deems unhealthy and levied heavy taxes on them.	['TAXATION IS A BURDEN']	TAXATION IS A BURDEN
Remember when President Obama literally laughed out loud at the idea his health-care plan would impose taxes on the middle class?	[]	TAXATION IS A BURDEN
The new president delivered on his tax cut promises, which, combined with a recession in 2001, caused the tax burden to fall considerably.	['TAXATION IS A BURDEN']	TAXATION IS A BURDEN
New Taxes Burdensome for Farm and Ranch Families	['TAXATION IS A BURDEN']	TAXATION IS A BURDEN
He fell from power.	[]	SUBJUGATION IS DOWN
His power is on the decline.	[]	SUBJUGATION IS DOWN
She fell in status.	['AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE']	STATUS IS VERTICALITY
