Government transparency enables the public to hold the government accountable for how they spend their money.,PUBLIC EVALUABILITY OF GOVERMNENT IS TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,INCREASING EVALUABILITY OF GOVERNMENT IS INCREASING TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,EMOTIONALLY INDIFFERENT IS COLD,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,NATIONAL POLITICS IS A BATTLEFIELD,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,GOVERNMENT IS A LEECH,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,POLITICAL UNREST IS A WILDFIRE,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",PREVENTED CHANGE OF STATE IS PREVENTED CHANGE OF LOCATION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,CREATING IS MAKING,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,ASSISTANCE IS SUPPORT,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",ELECTIONS ARE COMPETITIVE SPORTS EVENTS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,HAPPY IS UP,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,WEALTH IS A RESOURCE,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,END OF AN ACTION IS THE END OF A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,KNOWING IS SEEING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,UNCONSCIOUS IS DOWN,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",NATIONAL POLITICS IS A STAGE,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,DEMOCRATIC DECISION-MAKING IS TOWNHALL DECISION-MAKING,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ACQUIRING IDEAS IS EATING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,ANGER IS INSANITY,ACQUIRING IDEAS IS EATING
This article is hard to digest.,DIFFICULTY IS HARDNESS,ACQUIRING IDEAS IS EATING
The car is in motion.,CAUSE INCREASE IN QUANTITY IS CAUSE UPWARD MOTION,ACTION IS BEING IN A LOCATION
