Government transparency enables the public to hold the government accountable for how they spend their money.,GOVERNMENT IS TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,AUTHORITIES IS TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,JUDGEMENT IS CLOUDED,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,MIND IS IMPRINTED,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,ISSUE IS EXPOSED,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,GOVERNMENT IS WITHERED,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,CONTROL IS HANDED,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",MAKING A DECISION IS WEIGHING,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,JOB IS HANDED,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,OPPORTUNITY IS SEIZE,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",RELATED IS CLOSELY,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,SMILE IS GET,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,ACCOUNTS IS LANDED,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,NOW IS HERE,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,PAST IS BEHIND,ACHIEVING A PURPOSE IS REACHING A DESTINATION
