Government transparency enables the public to hold the government accountable for how they spend their money.,RIGHTS ARE POSSESSIONS,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,EXPERIENCE OF A STATE IS SPATIAL RELATION WITH AN ENTITY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,RIGHTS ARE POSSESSIONS,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,LIFE IS A SEQUENCE OF MOTIONS,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,LIFE IS A SEQUENCE OF MOTIONS,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,RIGHTS ARE TERRITORIES,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",CITIZENS ARE EMPLOYERS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,SEQUENCE OF ACTIONS IS A SEQUENCE OF MOVEMENTS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,CITIZEN RIGHTS ARE POSSESSIONS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,CITIZEN RIGHTS ARE POSSESSIONS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,COMPULSION IS A COMPELLING FORCE,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,WHOLES ARE POSSESSORS,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,CITIZEN RIGHTS ARE SHIELDS FROM HARM,ACQUIRING IDEAS IS EATING
This article is hard to digest.,IDEAS ARE POSSESSIONS,ACQUIRING IDEAS IS EATING
The car is in motion.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS BEING IN A LOCATION
I'm going to leave.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACTION IS BEING IN A LOCATION
She's close to resigning.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,LIFE IS A SEQUENCE OF MOTIONS,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,RIGHTS ARE TERRITORIES,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS MOTION
He exercised to the point of exhaustion.,CITIZENS ARE EMPLOYERS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,GOVERNMENT IS A DISEASE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",RIGHTS ARE POSSESSIONS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,GOVERNMENT IS A POLICEMAN,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,IMPEDIMENTS TO ACTION ARE PHYSICAL IMPEDIMENTS TO MOTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",INCREASE EASE OF ACTION IS INCREASE EASE OF MOTION,ACTIVITIES ARE JOURNEYS
