"Even if we low ball the numbers, defensive use of a firearm by otherwise lawful individuals is not as rare as criminal abuse of a firearm.",INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS
"Edited by Ron Sider and Heidi Unruh, they take us deep into the world of children and youth who are suffering the ravaging abuse of poverty.",ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
"But instead of being ashamed, Wal-Mart sees its abuse of taxpayers as a badge of honor and even threatens to hold Maryland jobs hostage which is all but extortion.",THINKING IS LINGUISTIC ACTIVITY
It is environmental blackmail and is an immoral abuse of relative wealth and a serious form of exploitation.,IMMORAL IS CROOKED
"The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.",EXPERIENCE OF A STATE IS SPATIAL RELATION WITH AN ENTITY
"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",DEMOCRACY IS A FACADE
TC thinks EP voters can be duped into believing that she is shining her holy light into the abyss of government in this 'burg because she is their knight in shining armor.,THINKING IS SPEAKING
"He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.",INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS
"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""",PURPOSEFUL THINKING IS GOAL-DIRECTED MOTION
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",PROGRESSING THROUGH LIFE IS MOVING ALONG A PATH
In the process they burn their fingers and even fall deeper down the abyss of poverty.,LOW STATUS IS DOWN
"In the past month or two, I've noticed a new addiction arise, one that's more powerful and widespread than ever, election addiction.",EXPERIENCING A STATE IS POSSESSING AN OBJECT
It feeds off the election addiction of other people.,Ongoing causation is nourishing
Because the â€˜fed' is funding the spending addiction of the government.,EXPERIENCING A STATE IS POSSESSING AN OBJECT
"Prohibition didn't end alcohol addiction in the 1920s, and gun laws won't end gun addiction in our time.",ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
In plain English the Senator means that taxpayers need to part with more of their limited income to feed the ever growing spending addiction of the legislature.,SIMPLE IDEAS ARE WORDS
"In all actuality nothing is going to help Detroit, because you cannot help those who truly don't want to be helped, just like with any other addiction, yes addiction of poverty which it seems has taken a choke hold on Detroit's population, the addicted parties need to help themselves before anyone can truly help.",EXPERIENCING A STATE IS POSSESSING AN OBJECT
