"Even if we low ball the numbers, defensive use of a firearm by otherwise lawful individuals is not as rare as criminal abuse of a firearm.",EMOTIONALLY INDIFFERENT IS COLD
"Edited by Ron Sider and Heidi Unruh, they take us deep into the world of children and youth who are suffering the ravaging abuse of poverty.",EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM
"But instead of being ashamed, Wal-Mart sees its abuse of taxpayers as a badge of honor and even threatens to hold Maryland jobs hostage which is all but extortion.",NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS
It is environmental blackmail and is an immoral abuse of relative wealth and a serious form of exploitation.,CRITICIZING IS ATTACKING
"The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.",BUREACRACY IS A MAZE
"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",LEGISLATIVE ACTIVITY IS MOTION ALONG A PATH
TC thinks EP voters can be duped into believing that she is shining her holy light into the abyss of government in this 'burg because she is their knight in shining armor.,CRITICIZING IS ATTACKING
"He lowers his hand but lifts his chin in self-righteous indignation, clearly trying to make me feel like an inferior low-life who is being dragged into the abyss of guns, drugs, and alcohol.",WORSENING MOOD IS DOWNWARD MOTION
"Indeed, the President of Indonesia remarked at that time: ""The primary task of development is to uplift the common people from the abyss of poverty and the principal solution for raising the weak from poverty and destitution is through cooperatives.""",IMPROVING ECONOMIC STATUS IS UPWARD MOTION
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",ASSISTANCE IS SUPPORT
In the process they burn their fingers and even fall deeper down the abyss of poverty.,NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS
"In the past month or two, I've noticed a new addiction arise, one that's more powerful and widespread than ever, election addiction.",ELECTION IS ADDICTION
It feeds off the election addiction of other people.,ELECTION IS ADDICTION
Because the â€˜fed' is funding the spending addiction of the government.,CRITICIZING IS ATTACKING
