Government transparency enables the public to hold the government accountable for how they spend their money.,PUBLIC EVALUABILITY OF GOVERMNENT IS TRANSPARENCY,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,ACTION IS MOTION ALONG A PATH,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,MAKING A DECISION IS WEIGHING,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,POLITICAL REGION IS A VEHICLE,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,EXISTENCE IS VISIBILITY,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,ADDRESSING SOCIAL PROBLEMS IS TREATING A PHYSICAL AFFLICTION,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,MAKING A DECISION IS WEIGHING,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",ADDRESSING SOCIAL PROBLEMS IS TREATING A PHYSICAL AFFLICTION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,GOVERNMENT ASSISTANCE IS A HANDOUT,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,LEADING IS A FORCE MOVING AN OBJECT FORWARD,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",AGREEMENT IS PHYSICAL PROXIMITY,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,COMMUNICATING IS SHOWING,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,MORAL ACTION IS A FINANCIAL TRANSACTION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,PAST IS BEHIND,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,KNOWING IS SEEING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,ACTIVITIES ARE JOURNEYS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,ACTION IS BEING IN A LOCATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,MORE IS BIG,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,OPPORTUNITIES ARE OBJECTS,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,INFORMATION IS CONTENTS,ACQUIRING IDEAS IS EATING
The car is in motion.,INSTITUTION IS A VEHICLE,ACTION IS BEING IN A LOCATION
I'm going to leave.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACTION IS BEING IN A LOCATION
She's close to resigning.,COMMUNICATING IS SHOWING,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,ADDRESSING SOCIAL PROBLEMS IS TREATING A PHYSICAL AFFLICTION,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,BECOMING IMPOVERISHED IS MOVING DOWNWARDS,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,FUNCTIONAL LEGISLATURE IS A FUNCTIONING MACHINE,ACTION IS MOTION
He exercised to the point of exhaustion.,IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,ORGANIZATION IS PHYSICAL STRUCTURE,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,QUALITIES ARE SUBSTANCES,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,COMMUNICATING IS SHOWING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,UNCONSCIOUS IS DOWN,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,OPPORTUNITIES ARE PATHS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,ADDRESSING SOCIAL PROBLEMS IS TREATING A PHYSICAL AFFLICTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS PHYSICAL BURDEN,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
