Government transparency enables the public to hold the government accountable for how they spend their money.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,THINKING IS SPEAKING,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,LOW STATUS IS DOWN,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,DIFFERING IDEOLOGIES ARE ADVERSARIES,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,GOODNESS IS LIGHT,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,THINKING IS SPEAKING,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,THINKING IS SPEAKING,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",OTHER,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,GOVERNMENT ASSISTANCE IS A HANDOUT,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",NATIONAL POLITICS IS A SPORTS FIELD,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,ENJOYING A RIGHT IS POSSESSING AN OBJECT,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,THINKING IS SPEAKING,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,SUBJUGATION IS DOWN,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,ABILITY TO EVALUATE IS ABILITY TO SEE,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,DEGREE IS DISTANCE ALONG A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,WORSENING MOOD IS DOWNWARD MOTION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",DIFFERING IDEOLOGIES ARE ADVERSARIES,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,NOT PAYING TAXES IS AVOIDING OBSTACLES,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ACQUIRING IDEAS IS EATING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,COGNIZING IS EATING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,LOW STATUS IS DOWN,ACQUIRING IDEAS IS EATING
The car is in motion.,MANNER OF ACTION IS MANNER OF MOVEMENT,ACTION IS BEING IN A LOCATION
I'm going to leave.,LOW STATUS IS DOWN,ACTION IS BEING IN A LOCATION
She's close to resigning.,THINKING IS SPEAKING,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,THINKING IS SPEAKING,ACTION IS MOTION ALONG A PATH
