Government transparency enables the public to hold the government accountable for how they spend their money.,MAKING RELATED IS CAUSING CONTACT,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,UNDERSTANDING IS DIGESTING,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,ACCESS TO KNOWLEDGE IS ACCESS TO AN OBJECT,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,ATTAINING CONTROL IS GAINING A POSSESSION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,SUBJUGATION IS DOWN,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,ABILITY TO KNOW IS ABILITY TO SEE,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",LOSING AN ELECTION IS LOSING A RACE,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,ATTAINING CONTROL IS GAINING A POSSESSION,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,SUBJUGATION IS DOWN,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,BEING IMPOVERISHED IS BEING AT A LOW LOCATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,ACTION IS BEING IN A LOCATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,THINKING IS MOVING,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",OTHER,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS STRENGTHENING AN OBJECT,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ACQUIRING IDEAS IS EATING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,UNDERSTANDING IS DIGESTING,ACQUIRING IDEAS IS EATING
The car is in motion.,THINKING IS MOVING,ACTION IS BEING IN A LOCATION
I'm going to leave.,SEEKING KNOWLEDGE IS SEARCHING,ACTION IS BEING IN A LOCATION
She's close to resigning.,ATTAINING CONTROL IS GAINING A POSSESSION,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,ADDRESSING ECONOMIC PROBLEMS IS TREATING AN ILLNESS,ACTION IS MOTION ALONG A PATH
