Government transparency enables the public to hold the government accountable for how they spend their money.,EVALUATION OF GOVERNMENT IS SENSORY EVALUATION,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
Beijing has encouraged regional authorities to introduce sunshine policies that tackle corruption through increased transparency.,CORRECTING CORRUPTION IS TREATING DISEASE,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE
His judgement is clouded.,INABILITY TO EVALUATE GOVERNMENT IS INABILITY TO SEE,ABILITY TO EVALUATE IS ABILITY TO SEE
The US is blind to the limits of Palestinian politics.,PUBLIC EVALUABILITY OF GOVERNMENT IS TRANSPARENCY,ABILITY TO KNOW IS ABILITY TO SEE
The issue was exposed to the light of day.,NEGATIVELY EVALUATED GOVERNMENT ACTIVITY IS DIRTY OBJECT,ABILITY TO KNOW IS ABILITY TO SEE
The government covered up the high levels of radiation.,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES,ABILITY TO KNOW IS ABILITY TO SEE
Will House Republicans Get Bullied into a Tax Hike By Obama?,IMPEDIMENTS TO ACTION ARE ANTAGONISTIC FORCES,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
"On the other hand, it's making him look indecisive, and as Pat said, he's being pushed around by the generals, by the Secretary of State and by others.",GAINING A ROLE IS ACQUIRING A POSSESSION,ABUSIVE POLITICAL LEADERS ARE PHYSICAL BULLIES
They just handed him the job.,OPPORTUNITIES ARE OBJECTS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
Seize the opportunity.,LIFE IS A JOURNEY,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
"I kept getting close to a world championship, but it kept escaping me.",IMPEDIMENTS TO ACHIEVING A PURPOSE ARE PHYSICAL BURDENS,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
He finally managed to get a smile out of her.,HAPPINESS IS WARMTH,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
She landed four huge accounts this year.,PROGRESS IS FORWARD MOTION ALONG A PATH,ACHIEVING A PURPOSE IS ACQUIRING A DESIRED OBJECT
We've reached the end.,END OF AN ACTION IS THE END OF A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We are seeing the light at the end of the tunnel.,HOPE IS LIGHT,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We only have  short way to go.,PROGRESS IS FORWARD MOTION ALONG A PATH,ACHIEVING A PURPOSE IS REACHING A DESTINATION
We're where we wanted to go.,ACHIEVING A PURPOSE IS REACHING A DESTINATION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
The goal is a long way off.,DISTANCE IS DIFFICULTY,ACHIEVING A PURPOSE IS REACHING A DESTINATION
He is just floating around.,LACK OF PURPOSE IS LACK OF MOTION,ACHIEVING A PURPOSE IS REACHING A DESTINATION
"Hitler's rise to power cannot be attributed to one event, but a mixture of factors including events happening outside Germany...",CAUSATION IS AGENTIVE CAUSATION,ACHIEVING POWER IS MOVING UPWARDS
Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,POWER IS CENTRALITY,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,ACCEPTING IS SWALLOWING,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,UNDERSTANDING IS DIGESTING,ACQUIRING IDEAS IS EATING
The car is in motion.,ACTION IS MOTION,ACTION IS BEING IN A LOCATION
I'm going to leave.,ACTION IS MOTION,ACTION IS BEING IN A LOCATION
She's close to resigning.,TERMINATION OF CONTROL IS LOSS OF A POSSESSION,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,ECONOMIC HARDSHIP IS PHYSICAL HARM,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,ECONOMIC HARDSHIP IS PHYSICAL HARM,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,CONTROL IS VERTICALITY,ACTION IS MOTION
He exercised to the point of exhaustion.,EFFORT IS PHYSICAL STRAIN,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,IMPROVING A STATE IS MOTION TO A PREFERRED LOCATION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,SELF-DESTRUCTION IS PHYSICAL HARM,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,ACTION IS MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,RETURNING TO A STATE IS RETURNING TO A LOCATION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,AVOIDING ACTION IS AVOIDING MOTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",ACTION IS MOTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,EFFORT IS PHYSICAL ENERGY,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,PLEASURE IS A PURSUED THING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,RESTARTING ACTION IS RESTARTING MOTION,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",DISCOVERY IS UNCOVERING,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,GUIDED ACTION IS GUIDED MOTION,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,ACTION IS MOTION,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",ADDRESSING CRIME IS CONTROLLING AN ANIMAL,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,ADDRESSING POVERTY IS TREATING AN ILLNESS,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,ADDRESSING ECONOMIC PROBLEMS IS TREATING AN ILLNESS,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",ADDRESSING SOCIAL PROBLEMS IS WAGING WAR,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,ADDRESSING POVERTY IS WAGING WAR,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",FERVENT ADVOCACY IS INSANITY,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,AFFECTION IS WARMTH,AFFECTION IS WARMTH
We're finally on the same page.,AGREEMENT IS PHYSICAL PROXIMITY,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,AGREEMENT IS BEING ON THE SAME SIDE OF A BOUNDARY,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,KNOWLEDGE IS LIGHT,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,RELATIONSHIPS ARE GROWING PLANTS,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",ECONOMIC HARDSHIP IS PHYSICAL HARM,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,LIFE IS A JOURNEY,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,GUN VIOLENCE IS A FLUID,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,GUN VIOLENCE IS AN OCEAN,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,GUNS IS FLOOD,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,POVERTY IS AN OCEAN,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",SECURITY IS LOCKING DOWN,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",ECONOMIC HARDSHIP IS PHYSICAL HARM,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",ANALYZING IS DISSECTING,ANALYZING IS DISSECTING
Those are inflammatory remarks.,ANGER IS FIRE,ANGER IS FIRE
She was doing a slow burn.,ANGER IS HEAT,ANGER IS FIRE
She was breathing fire.,ANGER IS FIRE,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,ANGER IS FIRE,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",ANGER IS FIRE,ANGER IS FIRE
He was consumed by his anger.,ANGER IS FIRE,ANGER IS FIRE
He's seeing red.,ANGER IS FIRE,ANGER IS FIRE
He has a hot temper.,ANGER IS HEAT,ANGER IS HEAT
He's burning with rage.,ANGER IS FIRE,ANGER IS HEAT
"I just touched him, and he went crazy.",ANGER IS FIRE,ANGER IS INSANITY
You're driving me nuts!,ANGER IS INSANITY,ANGER IS INSANITY
I'm mad!,ANGER IS FIRE,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",ANGER IS INSANITY,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",ANGER IS INSANITY,ANGER IS INSANITY
"He got so angry, he went out of his mind.",ANGER IS INSANITY,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",ANGER IS INSANITY,ANGER IS INSANITY
He's tearing his hair out!,ANGER IS PHYSICAL STRUGGLE,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,ANGER IS PHYSICAL STRUGGLE,ANGER IS INSANITY
He was just about to burst with anger.,ANGER IS PRESSURE IN A CONTAINER,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,ANGER IS HEAT,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,ANGER IS HEAT,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
I blew his argument out of the water.,ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,ARGUMENT IS COMPETITION,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,ARGUMENT IS WAR,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,ARGUMENT IS WAR,ARGUMENT IS WAR
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
Five is made up of two plus three.,ARITHMETIC IS OBJECT COLLECTION,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",ARITHMETIC IS OBJECT CONSTRUCTION,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,PROBLEM IS SIZE,ASSESSING IS MEASURING
Our conservation program needs your support.,PROVIDING A BENEFIT IS PROVIDING A RESOURCE,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,SUPPORT IS PHYSICAL SUPPORT,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",GOVERNMENT CONTROL OF GOVERNED IS PHYSICAL CONTROL OF ANIMAL,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",GAINING CONTROL IS GAINING A POSSESSION,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,HAPPINESS IS WARMTH,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,LOSS IS DOWN,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,ATTRIBUTES ARE POSSESSIONS,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",LEGITIMATE POWER IS AN ENTRUSTED OBJECT,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,NEGATIVE EVALUATION OF CONDITIONS ARE HARMFUL AGENTS,BAD IS STINKY
He's no longer with us.,DYING IS DEPARTING FROM THIS LOCATION,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,DYING IS DEPARTING FROM THIS LOCATION,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,BEING GOOD IS BEING UPRIGHT,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,IMMORAL IS CROOKED,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,KNOWING IS SEEING,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,BELIEFS ARE POSSESSIONS,BELIEFS ARE POSSESSIONS
He was filled with anger.,EMOTIONS ARE SUBSTANCES,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,EMOTIONS ARE SUBSTANCES,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,EMOTIONS ARE SUBSTANCES,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,CONFUSING SETS OF REGULATIONS ARE MAZES,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,BUREAUCRACY IS AN OCTOPUS,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",BUREAUCRACY IS A MACHINE,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",BUREAUCRATS ARE MACHINE PARTS,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,COMPETITION IS A RACE,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,BUSINESS IS GROWING,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,CAREER IS A BUILDING,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,CAREER IS A BUILDING,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,CATEGORIES ARE BOUNDED REGIONS,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",CATEGORIES ARE BOUNDED REGIONS,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,HARM IS PHYSICAL INJURY,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,MARRIAGE IS CLOTH,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,EFFORT IS PHYSICAL STRAIN,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,REGULATIONS ARE IMPEDIMENTS TO MOTION,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,DIFFICULTIES IN PROGRESSING THROUGH LIFE ARE IMPEDIMENTS TO MOTION ALONG A PATH,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
